,Symbol,Security,GICS Sector,text
384,PVH,PVH Corp.,Consumer Discretionary,"PVH Corp., formerly known as the Phillips-Van Heusen Corporation, is an American clothing company which owns brands such as Van Heusen, Tommy Hilfiger, Calvin Klein, IZOD, Arrow, Warner's, Olga, True & Co., and Geoffrey Beene. The company also licenses brands such as BCBG Max Azria, Chaps (men's dress shirts until 2020), Sean John, Kenneth Cole New York, JOE Joseph Abboud, and Michael Kors. PVH is partly named after Dutch immigrant John Manning Van Heusen, who in 1910 invented a new process that fused cloth on a curve."
385,QRVO,Qorvo,Information Technology,"Qorvo is an American semiconductor company that designs, manufactures, and supplies radio-frequency systems for applications that drive wireless and broadband communications, as well as foundry services. The company, which trades on NASDAQ, was created by the merger of TriQuint Semiconductor and RF Micro Devices, which was announced in 2014 and completed on January 1, 2015. The headquarters for the company originally were in both Hillsboro, Oregon (home of TriQuint), and Greensboro, North Carolina (home of RFMD), but in mid-2016 the company began referring to its North Carolina site as its exclusive headquarters."
386,PWR,Quanta Services Inc.,Industrials,"Quanta Services is an American corporation that provides infrastructure services for electric power, pipeline, industrial and communications industries. Capabilities include the planning, design, installation, program management, maintenance and repair of most types of network infrastructure. In June 2009, Quanta Services was added to the S&P 500 index, replacing Ingersoll-Rand."
387,QCOM,Qualcomm,Information Technology,"Qualcomm Incorporated is an American multinational semiconductor and telecommunications equipment company that designs and markets wireless telecommunications products and services. It derives most of its revenue from chipmaking and the bulk of its profit from patent licensing businesses. The company is headquartered in San Diego, California, United States, and has 224 locations worldwide. The parent company is Qualcomm Incorporated (Qualcomm), which has a number of wholly owned subsidiaries: Qualcomm CDMA Technologies (QCT) sells all of Qualcomm's products and services (including chipsets); Qualcomm Technology Licensing (QTL) is responsible for the patent licensing business; and Qualcomm Technologies, Inc. (QTI) operates nearly all of Qualcomm's R&D activities."
388,DGX,Quest Diagnostics,Health Care,"Quest Diagnostics is an American clinical laboratory. A Fortune 500 company, Quest operates in the United States, (including Puerto Rico), United Kingdom, Mexico, and Brazil. Quest also maintains collaborative agreements with various hospitals and clinics across the globe. As of 2017 the company had approximately 45,000 employees, and generated more than $7.7 billion in revenue. The company offers access to diagnostic testing services for cancer, cardiovascular disease, infectious disease, neurological disorders and employment and court ordered drug testing."
389,RL,Ralph Lauren Corporation,Consumer Discretionary,"Ralph Lauren Corporation is an American fashion company producing products ranging from the mid-range to the luxury segments. They are known for the clothing, marketing and distribution of products in four categories: apparel, home, accessories, and fragrances. The Company's brands include the mid-range Chaps brand, to the sub-premium Lauren Ralph Lauren brand, to the premium Polo Ralph Lauren, Double RL, Ralph Lauren Childrenswear, Denim & Supply Ralph Lauren, and Club Monaco brands, up to the full luxury Ralph Lauren Purple Label and Ralph Lauren Collection brands. Ralph Lauren Corporation is an American, publicly traded holding company headquartered in New York City, and founded in 1967 by American fashion designer Ralph Lauren."
390,RJF,Raymond James Financial,Financials,"Raymond James Financial is an American multinational independent investment bank and financial services company providing financial services to individuals, corporations and municipalities through its subsidiary companies that engage primarily in investment and financial planning, in addition to investment banking and asset management."
391,RTX,Raytheon Technologies,Industrials,"BBN Technologies (originally Bolt Beranek and Newman Inc.) is an American research and development company, based next to Fresh Pond in Cambridge, Massachusetts, United States. In 1966 the Franklin Institute awarded the firm the Frank P. Brown Medal, in 1999 BBN received the IEEE Corporate Innovation Recognition, and on February 1, 2013, BBN was awarded the National Medal of Technology and Innovation, the highest honors that the U.S. government bestows upon scientists, engineers and inventors, by President Barack Obama. It became a wholly owned subsidiary of Raytheon in 2009."
392,O,Realty Income Corporation,Real Estate,"Realty Income Corporation is a real estate investment trust that invests in free-standing, single-tenant commercial properties in the United States, Puerto Rico, and the United Kingdom that are subject to NNN Leases. The company is organized in Maryland with its headquarters in San Diego, California. The company is one of a few real estate investment trusts that pays dividends monthly, rather than quarterly and has registered a trademark for the phrase The Monthly Dividend Company."
393,REG,Regency Centers Corporation,Real Estate,"Regency Centers Corporation is a real estate investment trust (REIT) based in Jacksonville, Florida and is one of the largest operators of grocery-anchored shopping centers. As of December 31, 2017, the company owned 426 properties comprising 53.9 million square feet of space, 80% of which are anchored by grocery stores that rank in the top three of their market."
394,REGN,Regeneron Pharmaceuticals,Health Care,"Regeneron Pharmaceuticals, Inc. is an American biotechnology company headquartered in Eastview, near Tarrytown, New York. The company was founded in 1988. Originally focused on neurotrophic factors and their regenerative capabilities (thus the name), it branched out into the study of both cytokine and tyrosine kinase receptors."
395,RF,Regions Financial Corp.,Financials,"Regions Financial Corporation is a bank holding company headquartered in the Regions Center in Birmingham, Alabama. The company provides retail banking and commercial banking, trust, stockbrokerage, and mortgage services. Its banking subsidiary, Regions Bank, operates 1,952 automated teller machines and 1,454 branches in 16 states in the Southern United States and Midwestern United States. Regions is ranked 460th on the Fortune 500 and is component headquartered in Alabama. Regions is also on the list of largest banks in the United States."
396,RSG,Republic Services Inc,Industrials,"Republic Pictures Corporation was an American motion picture production-distribution corporation in operation from 1935 to 1967, that was based in Los Angeles, California. It had studio facilities in Studio City and a movie ranch in Encino. It was best known for specializing in Westerns, serials and B films emphasizing mystery and action. Republic was also notable for developing the careers of John Wayne, Gene Autry and Roy Rogers. It was also responsible for the financing and distribution of several films directed by John Ford during the 1940s and early 1950s and one Shakespeare film, Macbeth (1948), directed by Orson Welles. Under Herbert J. Yates, Republic was considered a mini-major film studio."
397,RMD,ResMed,Health Care,"ResMed is a San Diego, California-based medical equipment company. It primarily provides cloud-connectable medical devices for the treatment of sleep apnea (such as CPAP devices and masks), chronic obstructive pulmonary disease (COPD), and other respiratory conditions. It also provides software to out-of-hospital care agencies to streamline transitions of care into and between these care settings for seniors and their care providers (i.e. home health, hospice, skilled nursing facilities, life plan communities, senior living centers, and private duty)."
398,RHI,Robert Half International,Industrials,"Robert Half International, or commonly referred as, Robert Half, is a global human resource consulting firm based in Menlo Park, California founded in 1948. It is a member of the S&P 500, and is credited as being the world's first and largest accounting and finance staffing firm, with over 345 locations worldwide. Robert Half is listed by Fortune magazine as the ""World's Most Admired Companies"" in the temporary-help industry for 21 years consecutively (as of 2019) since it first made the list in 1998."
399,ROK,Rockwell Automation Inc.,Industrials,"Rockwell Automation, Inc. (NYSE: ROK), is an American provider of industrial automation and information technology. Brands include Allen-Bradley and FactoryTalk software. Headquartered in Milwaukee, Wisconsin, Rockwell Automation employs over 23,000 people and has customers in more than 100 countries worldwide. The Fortune 500 company reported fiscal year 2017 global sales at $6.3 billion."
400,ROL,"Rollins, Inc.",Industrials,"Metro-Goldwyn-Mayer Studios Inc. (initialized as MGM; often referred to as Metro; common metonym: the Lion or Leo) is an American media company, involved primarily in the production and distribution of feature films and television programs. One of the world's oldest film studios, MGM's corporate headquarters are located at 245 North Beverly Drive in Beverly Hills, California. MGM was founded in 1924 when the entertainment entrepreneur Marcus Loew gained control of Metro Pictures, Goldwyn Pictures, and Louis B. Mayer Pictures."
401,ROP,Roper Technologies,Industrials,"Roper Technologies, Inc. (formerly Roper Industries, Inc.) is an American diversified industrial company that produces engineered products for global niche markets. The company is headquartered in Sarasota, Florida. Roper provides a wide range of products and services to customers in over 100 countries. The company has four main business lines: Industrial Technology, Radio Frequency (RF) Technology, Scientific and Industrial Imaging, and Energy Systems and Controls. Roper joined the Russell 1000 index in 2004, and has annual revenues of more than US$1.23 billion, as of 2017."
402,ROST,Ross Stores,Consumer Discretionary,"Ross Stores, Inc., operating under the brand name Ross Dress for Less, is an American chain of discount department stores headquartered in Dublin, California. It is the largest off-price retailer in the U.S., as of 2018, Ross operates 1,483 stores in 37 U.S. states, the District of Columbia and Guam, covering much of the country, but with no presence in New England, New York, northern New Jersey, Alaska, Puerto Rico and areas of the Midwest. According to SEC filing, ""Ross' target customers are primarily from middle income households."""
403,RCL,Royal Caribbean Group,Consumer Discretionary,"Celebrity Cruises is a cruise line headquartered in Miami, Florida, US and a wholly owned subsidiary of Royal Caribbean Cruises Ltd. Celebrity Cruises was founded in 1988 by the Greece-based Chandris Group, and merged with Royal Caribbean Cruise Line in 1997. Celebrity's signature logo is an ""Χ"" displayed on the funnel of Celebrity ships, and is the Greek letter chi, for ""Chandris""."
404,SPGI,S&P Global Inc.,Financials,"Beam Suntory, Inc. is a subsidiary of Suntory Beverage & Food Ltd, which itself is a subsidiary of Suntory Holdings of Osaka, Japan. Its headquarters are in Chicago, Illinois. It is the third largest producer of distilled beverages worldwide behind Diageo and Pernod Ricard. They acquired 20 brands from Allied Domecq worth $5bn in 2005, which has turned them into one of the largest producers of whiskey in the international market."
405,CRM,Salesforce.com,Information Technology,"Salesforce.com, Inc. is an American cloud-based software company headquartered in San Francisco, California. It provides customer-relationship management (CRM) service and also sells a complementary suite of enterprise applications focused on customer service, marketing automation, analytics, and application development. Salesforce was ranked first in Fortune's 100 Best Companies to Work For in 2018 and second in 2019."
406,SBAC,SBA Communications,Real Estate,"AT&T Inc. is an American multinational conglomerate holding company headquartered at Whitacre Tower in Downtown Dallas, Texas. It is the world's largest telecommunications company, the largest provider of mobile telephone services, and the largest provider of fixed telephone services in the United States through AT&T Communications. Since June 14, 2018, it is also the parent company of mass media conglomerate WarnerMedia, making it the world's largest media and entertainment company in terms of revenue. As of 2018, AT&T is ranked #9 on the Fortune 500 rankings of the largest United States corporations by total revenue."
407,SLB,Schlumberger Ltd.,Energy,"Schlumberger (French: [ʃlœ̃.bɛʁˈʒe]) is an international oilfield services company. Schlumberger employs approximately 100,000 people representing more than 140 nationalities working in more than 120 countries. Schlumberger has four principal executive offices located in Paris, Houston, London, and The Hague."
408,STX,Seagate Technology,Information Technology,"Seagate Technology PLC (commonly referred to as Seagate) is an American data storage company. It was incorporated in 1978 as Shugart Technology and commenced business in 1979. Since 2010, the companyis incorporated in Dublin, Ireland, with operational headquarters in Cupertino, California, United States. David Mosley is the current CEO with  Stephen J. Luczo as chairman of the board of directors. In January 2009, Luczo, Seagate's chairman, was appointed president and chief executive officer, returning him to the role he held at Seagate from 1998 to 2004. On October 2, 2017 COO David Mosley was appointed CEO and Luczo stepped down from that role."
409,SEE,Sealed Air,Materials,"Sealed Air Corporation is a packaging company known for its brands: Cryovac food packaging and Bubble Wrap cushioning packaging. It sold off its stake in Diversey Care in 2017. Headquartered in Charlotte, North Carolina, its current CEO is Ted Doheny."
410,SRE,Sempra Energy,Utilities,"Sempra Energy is a North American energy infrastructure company based in San Diego, California. Sempra Energy's focus is on electric and natural gas infrastructure. Its operating companies include: Southern California Gas Company (SoCalGas) and San Diego Gas & Electric (SDG&E) in Southern California; Oncor Electric Delivery Company (Oncor) in Texas; Sempra LNG; and IEnova, based in Mexico. For 2018, Sempra Energy reported more than $11.6 billion in revenue and 20,000 employees, serving more than 40 million customers worldwide."
411,NOW,ServiceNow,Information Technology,"ServiceNow, Inc. (Service-now in 2011) is an American cloud computing company with its headquarters in Santa Clara, California. It was founded in 2004 by Fred Luddy. ServiceNow is listed on the New York Stock Exchange and is a constituent of the Russell 1000 Index and S&P 500 Index."
412,SHW,Sherwin-Williams,Materials,"Sherwin-Williams Company is an American Fortune 500 company in the general building materials industry. The company, with headquarters in Cleveland, Ohio, primarily engages in the manufacture, distribution, and sale of paints, coatings and related products to professional, industrial, commercial, and retail customers primarily in North and South America and Europe. The company is mostly known through its Sherwin-Williams Paints line. Its consumer brands group manufactures products under such trade names as Dutch Boy, Krylon, Dupli-Color, VHT (a division of Dupli-Color), Minwax, Thompson’s WaterSeal, Pratt & Lambert, White Lightning, Purdy and Kool Seal."
413,SPG,Simon Property Group Inc,Real Estate,"Simon Property Group, Inc. is an American commercial real estate company, the largest retail real estate investment trust (REIT), and the largest shopping mall operator in the US. The company operates five retail real estate platforms: regional malls, premium outlet centers, The Mills, community/lifestyle centers and international properties. It owns or has an interest in more than 325 properties comprising approximately 241,000,000 square feet (22,400,000 m2) of gross leasable area in North America and Asia. The company is headquartered in Indianapolis, Indiana and employs more than 5,000 people. It is publicly traded on the NYSE under the symbol SPG and is part of the S&P 100."
414,SWKS,Skyworks Solutions,Information Technology,"Skyworks Solutions, Inc. is an American semiconductor company headquartered in Woburn, MA, United States Skyworks manufactures semiconductors for use in radio frequency (RF) and mobile communications systems. Its products include power amplifiers,  and RF products for handsets and wireless infrastructure equipment. The company's portfolio includes amplifiers, attenuators, circulators, demodulators, detectors, diodes, directional couplers, front-end modules, hybrids, infrastructure RF subsystems, isolators, lighting and display solutions, mixers, modulators, optocouplers, optoisolators, phase shifters, PLLs/synthesizers/VCOs, power dividers/combiners, power management devices, receivers, switches and technical ceramics."
415,SLG,SL Green Realty,Real Estate,SL Green Realty Corp. is a real estate investment trust that primarily invests in office buildings and shopping centers in New York City.
416,SNA,Snap-on,Industrials,"Snap music (also known as ringtone rap or snap rap) is a subgenre of hip hop music derived from crunk that originated in the South in the late-1990s, in Bankhead, West Atlanta, the United States. It achieved mainstream popularity throughout the mid-late 2000s, but declined shortly thereafter. Popular snap artists include D4L, Dem Franchize Boys and K-Rab. Crunk has been called the ""predecessor of snap"". Hip hop DX magazine described snap music as a ""laid back version of its forbearer, crunk music""."
417,SO,Southern Company,Utilities,"Gannett Co., Inc. () is an American mass media holding company headquartered in McLean, Virginia in Greater Washington DC. It is the largest U.S. newspaper publisher as measured by total daily circulation. In 2015, Gannett split into two publicly traded companies, one focusing on newspapers and publishing and the other on broadcasting. The broadcasting company took the name Tegna, and owns approximately 50 TV stations. The newspaper company inherited the Gannett name. The split was structured so that Tegna is the legal successor of the old Gannett, while the new Gannett is a spin-off."
418,LUV,Southwest Airlines,Industrials,"Southwest Airlines Co. is a major American airline headquartered in Dallas, Texas, and is the world's largest low-cost carrier. The airline was established on March 15, 1967 by Herb Kelleher as Air Southwest Co. and adopted its current name, Southwest Airlines Co., in 1971, when it began operating as an intrastate airline wholly within the state of Texas, first flying between Dallas, Houston and San Antonio. The airline has more than 60,000 employees as of September 2019 and operates about 4,000 departures a day during peak travel season."
419,SWK,Stanley Black & Decker,Industrials,"Stanley Black & Decker, Inc., formerly known as The Stanley Works, is a Fortune 500 American manufacturer of industrial tools and household hardware and provider of security products. Headquartered in the greater Hartford city of New Britain, Connecticut. Stanley Black & Decker is the result of the merger of Stanley Works and Black & Decker on March 12, 2010."
420,SBUX,Starbucks Corp.,Consumer Discretionary,"Starbucks Corporation is an American coffee company and coffeehouse chain. Starbucks was founded in Seattle, Washington, in 1971. As of early 2019, the company operates over 30,000 locations worldwide. On December 1, 2016, Howard Schultz announced he would resign as CEO effective April 2017 and would be replaced by Kevin Johnson. Johnson assumed the role of CEO on April 3, 2017, and Howard Schultz retired to become Chairman Emeritus effective June 26, 2018."
421,STT,State Street Corp.,Financials,"State Street Corporation is an American financial services and bank holding company headquartered at One Lincoln Street in Boston with operations worldwide. It is the second United States bank on the list of oldest banks in continuous operation; its predecessor, Union Bank, was founded in 1792. State Street is ranked 15th on the list of largest banks in the United States by assets. It is one of the largest asset management companies in the world with US$2.511 trillion under management and US$31.62 trillion under custody and administration. It is the second largest custodian bank in the world."
422,STE,Steris,Health Care,"Steris Corporation is an American medical equipment company specializing in sterilization and surgical products for the US healthcare system. Steris is operationally headquartered in Mentor, Ohio, but has been legally registered since 2018 in Dublin, Ireland for tax purposes; it was previously registered in the United Kingdom from 2014–2018. Steris is quoted on the NYSE, and is a constituent of the S&P 500 Index."
423,SYK,Stryker Corp.,Health Care,"Stryker Corporation (NYSE: SYK) is a Fortune 500 medical technologies firm based in Kalamazoo, Michigan. Stryker's products include implants used in joint replacement and trauma surgeries; surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling and emergency medical equipment; neurosurgical, neurovascular and spinal devices; as well as other medical device products used in a variety of medical specialties."
424,SIVB,SVB Financial,Financials,"Silicon Valley Bank, a subsidiary of SVB Financial Group, is a U.S.-based high-tech commercial bank. The bank has helped fund more than 30,000 start-ups. SVB is on the list of largest banks in the United States. The bank is also one of the largest providers of financial services to wine producers in Napa Valley."
425,SYF,Synchrony Financial,Financials,"Synchrony is a consumer financial services company headquartered in Stamford, Connecticut, United States. The company offers consumer financing products, including credit, promotional financing and loyalty programs, installment lending to industries, and FDIC-insured consumer savings products through Synchrony Bank, its wholly owned online bank subsidiary."
426,SNPS,Synopsys Inc.,Information Technology,"Synopsys () is an American electronic design automation company based in Mountain View, California that focuses on silicon design and verification, silicon intellectual property and software security and quality. Products include logic synthesis, behavioral synthesis, place and route, static timing analysis, formal verification, hardware description language (SystemC, SystemVerilog/Verilog, VHDL) simulators, as well as transistor-level circuit simulation. The simulators include development and debugging environments which assist in the design of the logic for chips and computer systems. In recent years, Synopsys has expanded its products and services to include application security testing. Their technology is present in self-driving cars, artificial intelligence, and internet of things co"
427,SYY,Sysco Corp.,Consumer Staples,"Sysco Corporation (an acronym for Systems and Services Company) is an American multinational corporation involved in marketing and distributing food products, smallwares, kitchen equipment and tabletop items to restaurants, healthcare and educational facilities, hospitality businesses like hotels and inns, and wholesale to other companies that provide foodservice (like Aramark and Sodexo). The company is headquartered in the Energy Corridor district of Houston, Texas."
428,TMUS,T-Mobile US,Communication Services,"Android is a mobile operating system based on a modified version of the Linux kernel and other open source software, designed primarily for touchscreen mobile devices such as smartphones and tablets. Android is developed by a consortium of developers known as the Open Handset Alliance, with the main contributor and commercial marketer being Google."
429,TROW,T. Rowe Price Group,Financials,"T. Rowe Price Group, Inc. is an American publicly owned global asset management firm that offers funds, advisory services, account management, and retirement plans and services for individuals, institutions, and financial intermediaries. The firm, with assets under management of more than $1.3 trillion at the end of 2019, is headquartered at 100 East Pratt Street in Baltimore, Maryland, and its 16 international offices serve clients in 47 countries around the world. It was founded in 1937 by Thomas Rowe Price, Jr. who is best known for developing the growth stock philosophy of investing."
430,TTWO,Take-Two Interactive,Communication Services,"Take-Two Interactive Software, Inc. is an American video game holding company based in New York City. The company owns two major publishing labels, Rockstar Games and 2K, which operate internal game development studios. Take-Two's portfolio includes numerous successful video game series across personal computer and video game consoles, including BioShock, Borderlands, Civilization, Grand Theft Auto, NBA 2K, Red Dead, and XCOM. As of March 2018, it is the third-largest publicly traded game company in the Americas and Europe after Activision Blizzard and Electronic Arts, with an estimated market cap of US$13 billion."
431,TPR,"Tapestry, Inc.",Consumer Discretionary,Coach IP Holdings LLC (also known as Coach New York and simply Coach) is an American company specializing in luxury accessories such as handbags.
432,TGT,Target Corp.,Consumer Discretionary,"Target Corporation is the 8th-largest retailer in the United States, and is a component of the S&P 500 Index. Founded by George Dayton and headquartered in Minneapolis, the company was originally named Goodfellow Dry Goods in June 1902 before being renamed the Dayton's Dry Goods Company in 1903 and later the Dayton Company in 1910. The first Target store opened in Roseville, Minnesota in 1962 while the parent company was renamed the Dayton Corporation in 1967. It became the Dayton-Hudson Corporation after merging with the J.L. Hudson Company in 1969 and held ownership of several department store chains including Dayton's, Hudson's, Marshall Field's, and Mervyn's. It is unrelated to Target Australia."
433,TEL,TE Connectivity Ltd.,Information Technology,"TE Connectivity is a Swiss-domiciled technology company that designs and manufactures connectivity and sensor products for harsh environments in a variety of industries, such as automotive, industrial equipment, data communication systems, aerospace, defense, medical, oil and gas, consumer electronics and energy. TE Connectivity has a global workforce of 80,000 employees, including more than 8,000 engineers. The company serves customers in approximately 140 countries."
434,TDY,Teledyne Technologies,Industrials,"Teledyne Technologies, Inc. is an American industrial conglomerate primarily based in the United States but with global operations. It was founded in 1960, as Teledyne, Inc., by Henry Singleton and George Kozmetsky."
435,TFX,Teleflex,Health Care,"Teleflex Incorporated, headquartered in Wayne, Pennsylvania, is an American provider of specialty medical devices for a range of procedures in critical care and surgery. Teleflex has annual revenues of $2.4 billion, operations in 40 countries, and more than 12,000 employees. By 2011, the company had substantially realigned to focus on its current business as a medical-device manufacturer, having undergone several years of active acquisitions and divestitures. Teleflex has been associated with Irish corporate tax avoidance tools. Teleflex's current chief executive officer (CEO) is Liam J. Kelly, who took over from Benson F. Smith at the start of 2018; Kelly is also the company's president and former chief operating officer."
436,TER,Teradyne,Information Technology,"Teradyne, Inc., based in North Reading, Massachusetts in the United States, is a developer and supplier of automatic test equipment (ATE). The company's divisions Semiconductor Test and Systems Test Group, are organized by the products they develop and deliver. Teradyne's high-profile customers include Samsung, Qualcomm, Intel, Analog Devices, Texas Instruments and IBM."
437,TSLA,"Tesla, Inc.",Consumer Discretionary,"Tesla, Inc. (formerly Tesla Motors, Inc.), is an American electric vehicle and clean energy company based in Palo Alto, California. The company specializes in electric vehicle manufacturing, battery energy storage from home to grid scale and, through its acquisition of SolarCity, solar panel and solar roof tile manufacturing. Tesla operates multiple production and assembly plants, such as: its main vehicle manufacturing facility at Tesla Factory in Fremont, California; Giga Nevada near Reno, Nevada; Giga New York in Buffalo, New York; and Giga Shanghai in Shanghai, China."
438,TXN,Texas Instruments,Information Technology,"Texas Instruments Incorporated (TI) is an American technology company that designs and manufactures semiconductors and various integrated circuits, which it sells to electronics designers and manufacturers globally. Its headquarters are in Dallas, Texas, United States. TI is one of the top 10 semiconductor companies worldwide, based on sales volume. The company's focus is on developing analog chips and embedded processors, which account for more than 80% of its revenue. TI also produces TI digital light processing technology and education technology products including calculators, microcontrollers and multi-core processors. To date, TI has more than 45,000 patents worldwide."
439,TXT,Textron Inc.,Industrials,"Textron Inc. is an American industrial conglomerate based in Providence, Rhode Island. Textron's subsidiaries include Arctic Cat, Bell Helicopter, Textron Aviation (which itself includes the Beechcraft, Hawker and Cessna brands), and Lycoming Engines. It was founded by Royal Little in 1923 as the Special Yarns Company. In 2018, Textron employed over 37,000 people worldwide.The company ranked 208th on the 2018 Fortune 500 of the largest United States corporations by revenue."
440,TMO,Thermo Fisher Scientific,Health Care,"Thermo Fisher Scientific is an American biotechnology product development company located in Waltham, Massachusetts, and was created in 2006 by the merger of Thermo Electron and Fisher Scientific. In April 2013, after a competitive bidding with Hoffmann-La Roche, Thermo Fisher acquired Life Technologies Corporation for US$13.6 billion in a deal that would rank the firm as one of the leading companies in the genetic testing and precision laboratory equipment markets."
441,TJX,TJX Companies Inc.,Consumer Discretionary,"The TJX Companies, Inc. (abbreviated TJX) is an American multinational off-price department store corporation, headquartered in Framingham, Massachusetts. It was formed as a subsidiary of Zayre Corp. in 1987, and became the legal successor to Zayre Corp. following a company reorganization in 1989."
442,TSCO,Tractor Supply Company,Consumer Discretionary,"Tractor Supply Company (TSCO) is an American retail chain of stores that offers products for home improvement, agriculture, lawn and garden maintenance, and livestock, equine and pet care."
443,TT,Trane Technologies plc,Industrials,
444,TDG,TransDigm Group,Industrials,"TransDigm Group Incorporated develops, distributes and manufactures commercial and military aerospace components such as mechanical actuators and ignition systems."
445,TRV,The Travelers Companies,Financials,"The Travelers Companies, Inc., commonly known as Travelers, is an American insurance company. It is the second-largest writer of U.S. commercial property casualty insurance, and the sixth-largest writer of U.S. personal insurance through independent agents. Travelers is incorporated in Minnesota, with headquarters in New York City, and its largest office in Hartford, Connecticut. Travelers also maintains a large office in St. Paul, Minnesota. It has been a component of the Dow Jones Industrial Average since June 8, 2009."
446,TRMB,Trimble Inc.,Information Technology,"Trimble Inc. is a Sunnyvale, California-based software as a service (SaaS) technology company. Trimble services global industries in Agriculture, Building & Construction, GeoSpatial, Natural Resources and Utilities, Governments, Transportation and others. Trimble also does hardware development of Global Navigation Satellite System (GNSS) receivers, laser rangefinders, unmanned aerial vehicles (UAVs), inertial navigation systems and software processing tools. The company was founded in November 1978."
447,TFC,Truist Financial,Financials,"Truist Financial Corp. is an American bank holding company headquartered in Charlotte, North Carolina. The company was formed in December 2019 as the result of the merger of BB&T (Branch Banking and Trust Company) and SunTrust Banks. Its bank operates 2,049 branches in 15 states and Washington, D.C., and offers consumer and commercial banking, securities brokerage, asset management, mortgage, and insurance products and services. It is on the list of largest banks in the United States by assets. Its subsidiary, McGriff Insurance Services (formerly known as BB&T Insurance Services), was one of the largest insurance brokers in the world. In its history, it has made 106 mergers and acquisitions. Since it took over Southern National Bank in 1995, it has made 43 deals."
448,TWTR,"Twitter, Inc.",Communication Services,"Twitter () is an American microblogging and social networking service on which users post and interact with messages known as ""tweets"". Registered users can post, like, and retweet tweets, but unregistered users can only read them. Users access Twitter through its website interface, through Short Message Service (SMS) or its mobile-device application software (""app""). Twitter, Inc. is based in San Francisco, California, and has more than 25 offices around the world. Tweets were originally restricted to 140 characters, but was doubled to 280 for non-Asian languages in November 2017."
449,TYL,Tyler Technologies,Information Technology,"Tyler Technologies Inc. is a major public sector software company based in Plano, Texas. It is the largest software company in the United States that is solely based on providing integrated software and technology services to the public sector — states, cities, counties, and school districts. Tyler Technologies has offices in 17 states and one in Toronto, Ontario, Canada."
450,TSN,Tyson Foods,Consumer Staples,"Tyson Foods, Inc. is an American multinational corporation based in Springdale, Arkansas, that operates in the food industry. The company is the world's second largest processor and marketer of chicken, beef, and pork after JBS S.A. and annually exports the largest percentage of beef out of the United States. Together with its subsidiaries, it operates major food brands, including Jimmy Dean, Hillshire Farm, Sara Lee, Ball Park, Wright Brand, Aidells, and State Fair. Tyson Foods ranked No. 80 in the 2018 Fortune 500 list of the largest United States corporations by total revenue."
451,UDR,"UDR, Inc.",Real Estate,"UDR Inc. (formerly United Dominion Realty) is a publicly traded real estate investment trust that invests in apartments. The company is organized in Maryland with its headquarters in Highlands Ranch, Colorado. As of December 31, 2017, the company owned interests in 127 apartment communities containing 39,998 apartment units. The company was founded in Highlands Ranch, Colorado in 1972. It became a public company via an initial public offering in January 1978 and was added to the S&P 500 Index in March 2016."
452,ULTA,Ulta Beauty,Consumer Discretionary,"Ulta Beauty Inc., formerly known as Ulta Salon, Cosmetics & Fragrance Inc., is an American chain of beauty stores in the United States, headquartered in Bolingbrook, Illinois. Ulta Beauty carries cosmetics and skincare brands, men's and women's fragrances, nail products, bath and body products, beauty tools and haircare products. Each store is also equipped with a salon, Benefit brow bar and Dermalogica skin bar. Ulta Beauty currently has 1,196 stores across all 50 states."
453,USB,U.S. Bancorp,Financials,"U.S. Bancorp (stylized as us bancorp) is an American bank holding company based in Minneapolis, Minnesota, and incorporated in Delaware. It is the parent company of U.S. Bank National Association, which is the 5th largest bank in the United States. The company provides banking, investment, mortgage, trust, and payment services products to individuals, businesses, governmental entities, and other financial institutions. It has 3,106 branches and 4,842 ATMs, primarily in the Western and Midwestern United States, and has approximately 74,000 employees. The company also owns Elavon, a processor of credit card transactions for merchants and Elan Financial Services, and credit card issuer that issue credit card products to US Bank and other financial institutions."
454,UAA,Under Armour (Class A),Consumer Discretionary,"Under Armour, Inc. is an American company that manufactures footwear, sports, and casual apparel. Under Armour's global headquarters are located in Baltimore, Maryland with additional offices located in Amsterdam (European headquarters), Austin, Guangzhou, Hong Kong, Houston, Jakarta, London, Mexico City, Munich, New York City, Panama City (international headquarters), Paris, Pittsburgh, Portland, San Francisco, São Paulo, Santiago, Seoul, Shanghai (Greater Chinese headquarters), and Toronto."
455,UA,Under Armour (Class C),Consumer Discretionary,"Under Armour, Inc. is an American company that manufactures footwear, sports, and casual apparel. Under Armour's global headquarters are located in Baltimore, Maryland with additional offices located in Amsterdam (European headquarters), Austin, Guangzhou, Hong Kong, Houston, Jakarta, London, Mexico City, Munich, New York City, Panama City (international headquarters), Paris, Pittsburgh, Portland, San Francisco, São Paulo, Santiago, Seoul, Shanghai (Greater Chinese headquarters), and Toronto."
456,UNP,Union Pacific Corp,Industrials,"The Union Pacific Railroad (reporting marks UP, UPP, UPY), legally Union Pacific Railroad Company and simply Union Pacific, is a freight-hauling railroad that operates 8,300 locomotives over 32,200 miles (51,800 km) routes in 23 U.S. states west of Chicago and New Orleans. The Union Pacific Railroad system is the second largest in the United States after BNSF and is one of the world's largest transportation companies. The Union Pacific Railroad is the principal operating company of the Union Pacific Corporation, both headquartered in Omaha, Nebraska."
